id,summary,start,end,location
ADE6050726f6a65745f323032332d323032342d333638312d302d30,*SAé 2.04 Autonomie at TPB,20240319T124500Z,20240319T164500Z,Halle BERNOULLI-2
ADE6050726f6a65745f323032332d323032342d333638312d302d30,*SAé 2.04 Autonomie at TPB,20240319T124500Z,20240319T164500Z,GT1.10
ADE6050726f6a65745f323032332d323032342d3130303036372d302d31,Outils complémentaires 2nde phase,20240318T124500Z,20240318T164500Z,GT1.08 elec
ADE6050726f6a65745f323032332d323032342d3130303036372d302d31,Outils complémentaires 2nde phase,20240318T124500Z,20240318T164500Z,GT1.08 regul
ADE6050726f6a65745f323032332d323032342d3130303036372d302d31,Outils complémentaires 2nde phase,20240318T124500Z,20240318T164500Z,GT0.08
ADE6050726f6a65745f323032332d323032342d39333332312d302d32,TP Pilotage des installations et GTC Optim A,20240321T073000Z,20240321T113000Z,GT1.08 regul
ADE6050726f6a65745f323032332d323032342d39333934342d302d33,TP Pilotage des installations et GTC Optim B,20240321T124500Z,20240321T164500Z,GT1.08 regul
ADE6050726f6a65745f323032332d323032342d37343739332d302d32,Bois énergie TD2,20240320T144500Z,20240320T164500Z,GT109a
ADE6050726f6a65745f323032332d323032342d37323238312d302d33,Bois énergie TD1,20240320T124500Z,20240320T144500Z,GT109a
ADE6050726f6a65745f323032332d323032342d37323238312d302d33,Bois énergie TD1,20240320T124500Z,20240320T144500Z,GT109b
ADE6050726f6a65745f323032332d323032342d38323830332d302d31,comptabilité,20240319T123000Z,20240319T140000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d39353236332d362d30,droit des affaires,20240319T123000Z,20240319T153000Z,EX-002
ADE6050726f6a65745f323032332d323032342d34313031362d302d39,Mineure disciplinaire,20240321T071500Z,20240321T171500Z,EX-103
ADE6050726f6a65745f323032332d323032342d34313031362d302d39,Mineure disciplinaire,20240321T071500Z,20240321T171500Z,EX-104
ADE6050726f6a65745f323032332d323032342d39333139332d302d30,R212 Anglais (G3.2),20240322T093000Z,20240322T113000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d3131363237382d302d31,Production et distribution de vapeur (Quattrone),20240320T124500Z,20240320T144500Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d33363438322d302d34,TD Anglais Real,20240322T093000Z,20240322T113000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d39373536352d302d38,fiscalité,20240320T083000Z,20240320T100000Z,EX-002
ADE6050726f6a65745f323032332d323032342d3132333234322d302d32,Sociologie,20240318T123000Z,20240318T140000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d39373536342d302d37,fiscalité,20240321T100000Z,20240321T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d39373536342d302d38,fiscalité,20240320T100000Z,20240320T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d38393132362d302d37,SAE,20240319T123000Z,20240319T153000Z,EX-003
ADE6050726f6a65745f323032332d323032342d31393433382d302d30,espagnol,20240319T070000Z,20240319T083000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d34393533382d302d30,CTVA TD2,20240322T143000Z,20240322T163000Z,EX-107
ADE6050726f6a65745f323032332d323032342d3130313435382d302d37,Epreuves tutorat,20240318T163000Z,20240318T183000Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d38313731362d312d30,économie,20240319T083000Z,20240319T100000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d33323338362d302d31,TP mix TPA,20240319T123000Z,20240319T163000Z,Halle BERNOULLI-1
ADE6050726f6a65745f323032332d323032342d39373536352d302d37,fiscalité,20240321T083000Z,20240321T100000Z,EX-002
ADE6050726f6a65745f323032332d323032342d34383330362d302d37,anglais,20240322T070000Z,20240322T083000Z,EX-001
ADE6050726f6a65745f323032332d323032342d38393631362d302d30,*SAé 2.04 TPD,20240318T073000Z,20240318T083000Z,Halle BERNOULLI-2
ADE6050726f6a65745f323032332d323032342d39333131342d302d30,R212 Anglais (G1.2),20240322T073000Z,20240322T093000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d37353339302d302d31,Production et distribution d'air comprimé (Quattrone),20240320T144500Z,20240320T164500Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d33313033372d302d37,économie,20240321T083000Z,20240321T100000Z,EX-001
ADE6050726f6a65745f323032332d323032342d33323536372d302d30,Conduite de projets,20240318T093000Z,20240318T113000Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d39353035342d362d30,droit des affaires,20240319T083000Z,20240319T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d34373830342d302d34,stratégie,20240322T083000Z,20240322T100000Z,EX-003
ADE6050726f6a65745f323032332d323032342d32343031362d362d30,mathématiques,20240320T140000Z,20240320T153000Z,EX-002
ADE6050726f6a65745f323032332d323032342d37353339302d302d30,Production et distribution d'air comprimé (Quattrone),20240319T124500Z,20240319T144500Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d3130323435392d302d30,Saé 2.01,20240318T144500Z,20240318T154500Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d35383032362d302d37,maths financieres,20240319T070000Z,20240319T083000Z,EX-001
ADE6050726f6a65745f323032332d323032342d3132333234332d302d36,Sociologie,20240318T140000Z,20240318T153000Z,EX-107
ADE6050726f6a65745f323032332d323032342d3133303534342d302d30,controle de gestion,20240318T070000Z,20240318T100000Z,EX-003
ADE6050726f6a65745f323032332d323032342d33333033342d302d35,Rh,20240322T100000Z,20240322T113000Z,EX-002
ADE6050726f6a65745f323032332d323032342d3132303034372d362d30,Espagnol,20240322T070000Z,20240322T083000Z,EX-003
ADE6050726f6a65745f323032332d323032342d3131363237382d302d30,Production et distribution de vapeur (Quattrone),20240319T093000Z,20240319T113000Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d33363334352d302d35,TD Anglais Optim,20240322T073000Z,20240322T093000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d32333632392d362d30,mathématiques,20240320T123000Z,20240320T140000Z,EX-001
ADE6050726f6a65745f323032332d323032342d33383836382d302d32,Anglais TD1,20240320T144500Z,20240320T164500Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d33383836382d302d32,Anglais TD1,20240320T144500Z,20240320T164500Z,Multimédia
ADE6050726f6a65745f323032332d323032342d3132323936332d362d30,anglais,20240321T140000Z,20240321T153000Z,EX-003
ADE6050726f6a65745f323032332d323032342d38313837302d312d30,économie,20240319T100000Z,20240319T113000Z,EX-107
ADE6050726f6a65745f323032332d323032342d34383734352d362d30,anglais,20240322T123000Z,20240322T140000Z,EX-001
ADE6050726f6a65745f323032332d323032342d33323730302d302d37,comptabilité,20240320T070000Z,20240320T100000Z,EX-001
ADE6050726f6a65745f323032332d323032342d31393138382d302d34,TP mix TPB,20240318T123000Z,20240318T163000Z,Halle BERNOULLI-1
ADE6050726f6a65745f323032332d323032342d38323035352d302d32,anglais,20240319T100000Z,20240319T113000Z,EX-003
ADE6050726f6a65745f323032332d323032342d3132333032312d302d31,communication,20240318T123000Z,20240318T140000Z,EX-107
ADE6050726f6a65745f323032332d323032342d38323035312d322d30,anglais,20240319T083000Z,20240319T100000Z,EX-003
ADE6050726f6a65745f323032332d323032342d33393036322d302d34,Anglais TD2,20240320T124500Z,20240320T144500Z,Multimédia
ADE6050726f6a65745f323032332d323032342d33393036322d302d34,Anglais TD2,20240320T124500Z,20240320T144500Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d33373435372d372d30,compta approfondie,20240319T070000Z,20240319T100000Z,EX-107
ADE6050726f6a65745f323032332d323032342d34393533362d302d31,CTVA,20240318T124500Z,20240318T144500Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d3132323936322d302d37,Communication,20240321T100000Z,20240321T113000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d35383534372d302d37,maths financieres,20240319T083000Z,20240319T100000Z,EX-002
ADE6050726f6a65745f323032332d323032342d32333631302d302d30,Ppp,20240320T123000Z,20240320T140000Z,EX-002
ADE6050726f6a65745f323032332d323032342d39383131382d302d33,*Statistiques TD2,20240322T123000Z,20240322T143000Z,EX-107
ADE6050726f6a65745f323032332d323032342d39333133352d302d32,R212 Anglais (G2.1),20240320T073000Z,20240320T093000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d3133313430342d302d30,logistique,20240318T083000Z,20240318T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d33333032372d302d35,Rh,20240322T083000Z,20240322T100000Z,EX-001
ADE6050726f6a65745f323032332d323032342d36323034322d302d33,SAé 4.01,20240322T083000Z,20240322T093000Z,Amphithéâtre La Dombes
ADE6050726f6a65745f323032332d323032342d37313934372d302d33,TD  Conditionnement d'air Optim,20240318T073000Z,20240318T093000Z,EX-107
ADE6050726f6a65745f323032332d323032342d39333131322d302d32,R212 Anglais (G1.1),20240319T144500Z,20240319T164500Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d39333137322d302d30,R212 Anglais (G2.2),20240319T124500Z,20240319T144500Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d39373537382d372d30,communication,20240318T100000Z,20240318T113000Z,EX-002
ADE6050726f6a65745f323032332d323032342d33323730312d302d37,comptabilité,20240322T070000Z,20240322T100000Z,EX-002
ADE6050726f6a65745f323032332d323032342d38323438382d302d31,fiscalité,20240318T083000Z,20240318T113000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d3133373437392d302d30,anglais,20240322T100000Z,20240322T113000Z,EX-003
ADE6050726f6a65745f323032332d323032342d34393530312d302d31,Anglais TD2,20240322T123000Z,20240322T143000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d34393530312d302d31,Anglais TD2,20240322T123000Z,20240322T143000Z,GT0.01
ADE6050726f6a65745f323032332d323032342d33323731362d352d30,sae,20240321T123000Z,20240321T153000Z,EX-001
ADE6050726f6a65745f323032332d323032342d33323731362d352d30,sae,20240321T123000Z,20240321T153000Z,EX-002
ADE6050726f6a65745f323032332d323032342d333638312d302d30,*SAé 2.04 Autonomie at TPB,20240319T124500Z,20240319T164500Z,Halle BERNOULLI-2
ADE6050726f6a65745f323032332d323032342d333638312d302d30,*SAé 2.04 Autonomie at TPB,20240319T124500Z,20240319T164500Z,GT1.10
ADE6050726f6a65745f323032332d323032342d39333138382d302d30,R212 Anglais (G3.1),20240319T073000Z,20240319T093000Z,Labo Langues
ADE6050726f6a65745f323032332d323032342d3133313430352d302d30,communication,20240318T083000Z,20240318T100000Z,EX-002
ADE6050726f6a65745f323032332d323032342d32333630312d342d30,Ppp,20240320T140000Z,20240320T153000Z,EX-001
ADE6050726f6a65745f323032332d323032342d33333631342d302d37,économie,20240321T100000Z,20240321T113000Z,EX-002
ADE6050726f6a65745f323032332d323032342d3132323933372d302d34,stratégie,20240322T100000Z,20240322T113000Z,EX-001
ADE6050726f6a65745f323032332d323032342d3132333031392d302d31,communication,20240318T140000Z,20240318T153000Z,Multimédia
ADE6050726f6a65745f323032332d323032342d32373436322d302d30,Probabilités/Statistiques - Soutien - S2-B,20240319T130000Z,20240319T140000Z,S04
ADE6050726f6a65745f323032332d323032342d3133343336302d302d31,Communication professionnelle et managériale avancée - TP - ALT1,20240318T153000Z,20240318T170000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d39363937302d302d32,Statistiques - TP - S4-A2,20240319T070000Z,20240319T083000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d39393931362d302d30,SAE 2.1 - Sécurité Chimie - TD - S2-C,20240319T130000Z,20240319T143000Z,S17
ADE6050726f6a65745f323032332d323032342d39383336352d302d31,Matières grasses - TD - S4-A,20240320T144500Z,20240320T161500Z,S03
ADE6050726f6a65745f323032332d323032342d39393931352d302d30,SAE 2.1 - Sécurité Chimie - TD - S2-B,20240319T103000Z,20240319T120000Z,S17
ADE6050726f6a65745f323032332d323032342d39383336392d302d32,Matières grasses - TD - S4-B,20240320T130000Z,20240320T143000Z,S03
ADE6050726f6a65745f323032332d323032342d37323234362d302d30,Expression/Communication - TP - S2-C1,20240319T144500Z,20240319T161500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d33323335302d302d31,Droit du travail,20240322T090000Z,20240322T110000Z,S05
ADE6050726f6a65745f323032332d323032342d39373839372d302d30,Biotechnologie - TP (PhD) - S4-A2,20240322T081500Z,20240322T100000Z,S03
ADE6050726f6a65745f323032332d323032342d39373139342d302d35,Communication - TD - S4-B,20240319T083000Z,20240319T100000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d3130313533392d312d30,PPP - TP - S2-B2,20240318T084500Z,20240318T101500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3130313336392d302d30,TP Culture In Vitro (1) - S2-C2,20240320T143000Z,20240320T170000Z,Biologie
ADE6050726f6a65745f323032332d323032342d39383530332d302d30,,20240321T090000Z,20240321T103000Z,S15
ADE6050726f6a65745f323032332d323032342d3133363833342d312d30,,20240318T111500Z,20240318T134500Z,S03
ADE6050726f6a65745f323032332d323032342d313534382d302d33,SAE 4.1 - Autonomie - S4-B1,20240318T094500Z,20240318T111500Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d32353936332d342d30,Anglais - TP - S2-A2,20240318T143000Z,20240318T160000Z,S05
ADE6050726f6a65745f323032332d323032342d39383439362d302d31,SAE 4.2 - Préparation CR TP - Autonomie - S4-A,20240318T153000Z,20240318T170000Z,S15
ADE6050726f6a65745f323032332d323032342d31393435372d302d30,GIA,20240321T130000Z,20240321T143000Z,S03
ADE6050726f6a65745f323032332d323032342d32393135392d302d30,GFB  Fermenteurs 2/2,20240318T081500Z,20240318T111500Z,S03
ADE6050726f6a65745f323032332d323032342d313538362d302d32,SAE 4.1 - Autonomie - S4-B2,20240318T094500Z,20240318T111500Z,S15
ADE6050726f6a65745f323032332d323032342d3133343337302d302d35,Anglais - TP - S6-ALT1,20240320T071500Z,20240320T084500Z,S03
ADE6050726f6a65745f323032332d323032342d3130313336382d302d30,TP Culture In Vitro (1) - S2-C1,20240319T090000Z,20240319T113000Z,Biologie
ADE6050726f6a65745f323032332d323032342d39363937372d302d31,Statistiques - TP - S4-B2,20240322T101500Z,20240322T114500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3130313336342d302d30,TP Culture In Vitro (1) - S2-A1,20240318T143000Z,20240318T170000Z,Biologie
ADE6050726f6a65745f323032332d323032342d3130313534312d302d30,PPP - TP - S2-C2,20240322T133000Z,20240322T150000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3133313239382d302d30,Management (Etude de cas) - TP - S6-ALT1,20240318T140000Z,20240318T153000Z,S03
ADE6050726f6a65745f323032332d323032342d3133363833392d302d30,Portfolio - Autonomie - S6-ALT2,20240319T084500Z,20240319T104500Z,S04
ADE6050726f6a65745f323032332d323032342d32373930362d302d30,PER Gpe B,20240319T091500Z,20240319T111500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3133343335312d302d30,Article scientifique - TD - ALT,20240320T090000Z,20240320T103000Z,S04
ADE6050726f6a65745f323032332d323032342d37353233312d302d30,Mise en marché - VISITE,20240318T091500Z,20240318T111500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39363937312d302d33,Statistiques - TP - S4-B1,20240318T080000Z,20240318T093000Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d39303039312d302d30,SAE 2.2 - Analyse statistique TP Capteurs - TD - S2-C,20240321T101500Z,20240321T114500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d32313933392d312d30,Anglais - TD - S2-A,20240321T101500Z,20240321T114500Z,S05
ADE6050726f6a65745f323032332d323032342d3133313236382d302d30,Business plan - TP - S6-ALT1,20240319T123000Z,20240319T153000Z,S07
ADE6050726f6a65745f323032332d323032342d3133313330322d302d30,Business plan - TP - S6-ALT2,20240320T134500Z,20240320T164500Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d39363631342d322d30,Thermo 1 (calorimétrie  principe 1) - TD - S2-A,20240318T124500Z,20240318T141500Z,S05
ADE6050726f6a65745f323032332d323032342d3133343833332d322d30,Durée de vie (DDM) - TP - S6-ALT1 (NG),20240321T164500Z,20240321T170000Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343833332d322d30,Durée de vie (DDM) - TP - S6-ALT1 (NG),20240321T164500Z,20240321T170000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d33383933392d312d36,Travaux personnels,20240318T071500Z,20240318T091500Z,Distanciel 1
ADE6050726f6a65745f323032332d323032342d3130303730352d302d30,SAE 2.1 - Autonomie - S2-C,20240320T091500Z,20240320T104500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d3133363833352d332d30,,20240318T130000Z,20240318T150000Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d39373333362d302d30,Anglais - TD (1h) - S4-A,20240319T124500Z,20240319T134500Z,S05
ADE6050726f6a65745f323032332d323032342d37333937362d302d30,Sécurité ,20240321T093000Z,20240321T110000Z,S17
ADE6050726f6a65745f323032332d323032342d37333834362d302d31,Filière lait ,20240318T070000Z,20240318T083000Z,S07
ADE6050726f6a65745f323032332d323032342d3130313037352d302d31,Electricité/Electrotech - TD - S2-A,20240318T101500Z,20240318T114500Z,S04
ADE6050726f6a65745f323032332d323032342d32363431352d332d30,Anglais - TP - S2-B2,20240318T103000Z,20240318T120000Z,S05
ADE6050726f6a65745f323032332d323032342d33383933392d312d34,Travaux personnels,20240319T133000Z,20240319T153000Z,Distanciel 2
ADE6050726f6a65745f323032332d323032342d3133343833322d302d30,Durée de vie (DDM) - TP - S6-ALT1,20240320T120000Z,20240320T163000Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343833322d302d30,Durée de vie (DDM) - TP - S6-ALT1,20240320T120000Z,20240320T163000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d34333336392d302d30,Toxicologie,20240318T123000Z,20240318T153000Z,S04
ADE6050726f6a65745f323032332d323032342d313538362d302d35,SAE 4.1 - Autonomie - S4-B2,20240322T083000Z,20240322T100000Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d39383437372d302d30,SAE 4.2 - Régulation - TD - S4-B,20240321T101500Z,20240321T114500Z,S03
ADE6050726f6a65745f323032332d323032342d39393933312d302d31,Lipides - TD - S2-C,20240318T103000Z,20240318T120000Z,S17
ADE6050726f6a65745f323032332d323032342d31303033342d302d30,TP TECHNO ALIMENTAIRE - FRAGNAUD,20240321T071500Z,20240321T111500Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d31303033342d302d30,TP TECHNO ALIMENTAIRE - FRAGNAUD,20240321T071500Z,20240321T111500Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d39383333352d302d31,Innover via la santé - S4,20240320T070000Z,20240320T083000Z,S07
ADE6050726f6a65745f323032332d323032342d3133343832392d302d31,,20240322T121500Z,20240322T151500Z,S07
ADE6050726f6a65745f323032332d323032342d3133353238342d302d31,Droit du travail - TD - S4-B,20240318T121500Z,20240318T134500Z,S15
ADE6050726f6a65745f323032332d323032342d3133343832392d302d30,,20240322T080000Z,20240322T110000Z,S04
ADE6050726f6a65745f323032332d323032342d37353030372d302d32,PFT1 Filière Viande,20240318T123000Z,20240318T163000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d3133343833342d332d30,Durée de vie (DDM) - TP - S6-ALT2 (NG),20240322T153000Z,20240322T154500Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343833342d332d30,Durée de vie (DDM) - TP - S6-ALT2 (NG),20240322T153000Z,20240322T154500Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d3133343932392d302d30,Durée de vie (DDM) - Fin TP - S6-ALT1 (NG),20240320T163000Z,20240320T170000Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343932392d302d30,Durée de vie (DDM) - Fin TP - S6-ALT1 (NG),20240320T163000Z,20240320T170000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d39383539352d302d30,SAE 4.2 - Microbio  exploitation des résultats - TD - S4-A,20240320T130000Z,20240320T143000Z,S15
ADE6050726f6a65745f323032332d323032342d36323338392d302d30,Probabilités/Statistiques - Soutien - S2-C,20240320T104500Z,20240320T114500Z,S15
ADE6050726f6a65745f323032332d323032342d39373839372d322d30,Biotechnologie - TP (PhD) - S4-A2,20240322T124500Z,20240322T151500Z,Halle-Génie ferm.
ADE6050726f6a65745f323032332d323032342d3133363833342d302d30,,20240319T083000Z,20240319T110000Z,S07
ADE6050726f6a65745f323032332d323032342d313332392d302d33,SAE 4.1 - Autonomie - S4-A2,20240321T103000Z,20240321T120000Z,S15
ADE6050726f6a65745f323032332d323032342d3130313037372d302d35,Electricité/Electrotech - TD - S2-C,20240318T084500Z,20240318T101500Z,S04
ADE6050726f6a65745f323032332d323032342d33363238302d322d30,SAE 2.1 - Autonomie - S2-B1,20240322T133000Z,20240322T150000Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d3133343336392d302d34,Anglais - TP - S6-ALT2,20240320T120000Z,20240320T133000Z,S05
ADE6050726f6a65745f323032332d323032342d35373138362d302d30,SAE 4.1 - TP - S4-A1,20240322T130000Z,20240322T170000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d3133353238342d302d32,Droit du travail - TD - S4-B,20240319T070000Z,20240319T083000Z,S15
ADE6050726f6a65745f323032332d323032342d39363837312d302d31,SAE 4.1 - TP - S4-B2,20240319T114500Z,20240319T154500Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d39383439372d302d30,SAE 4.2 - Préparation CR TP - Autonomie - S4-B,20240322T143000Z,20240322T160000Z,S15
ADE6050726f6a65745f323032332d323032342d3130313533382d312d30,PPP - TP - S2-B1,20240322T150000Z,20240322T163000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d33353436332d302d30,ATELIERS FORMASUP,20240319T130000Z,20240319T150000Z,S03
ADE6050726f6a65745f323032332d323032342d33363238312d332d30,SAE 2.1 - Autonomie - S2-B2,20240321T101500Z,20240321T114500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3130313533362d302d30,PPP - TP - S2-A1,20240319T130000Z,20240319T143000Z,S15
ADE6050726f6a65745f323032332d323032342d3130313037362d302d35,Electricité/Electrotech - TD - S2-B,20240319T090000Z,20240319T103000Z,S03
ADE6050726f6a65745f323032332d323032342d31393435372d302d31,GIA,20240321T143000Z,20240321T160000Z,S03
ADE6050726f6a65745f323032332d323032342d39373931302d322d30,Biotechnologie - TP (PhD) - S4-B1,20240319T151500Z,20240319T171500Z,Halle-Génie ferm.
ADE6050726f6a65745f323032332d323032342d33383933392d322d3230,Travaux personnels,20240319T123000Z,20240319T133000Z,Distanciel 1
ADE6050726f6a65745f323032332d323032342d3133343832392d302d33,,20240321T121500Z,20240321T151500Z,S07
ADE6050726f6a65745f323032332d323032342d3130313336352d302d30,TP Culture In Vitro (1) - S2-A2,20240319T123000Z,20240319T150000Z,Biologie
ADE6050726f6a65745f323032332d323032342d3130323431382d302d30,GIA Anglais technique,20240320T110000Z,20240320T120000Z,S05
ADE6050726f6a65745f323032332d323032342d37323637372d302d30,FCA Biochimie Analytique DS,20240321T074500Z,20240321T091500Z,S03
ADE6050726f6a65745f323032332d323032342d31303033342d302d31,TP TECHNO ALIMENTAIRE - FRAGNAUD,20240321T123000Z,20240321T163000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d31303033342d302d31,TP TECHNO ALIMENTAIRE - FRAGNAUD,20240321T123000Z,20240321T163000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d39383539302d302d30,,20240319T140000Z,20240319T170000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39303038392d302d30,SAE 2.2 - Analyse statistique TP Capteurs - TD - S2-A,20240320T130000Z,20240320T143000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d31323134392d302d32,GIA Anglais technique,20240320T080000Z,20240320T110000Z,S05
ADE6050726f6a65745f323032332d323032342d39393931342d302d30,SAE 2.1 - Sécurité Chimie - TD - S2-A,20240319T090000Z,20240319T103000Z,S17
ADE6050726f6a65745f323032332d323032342d3130303831312d302d35,SAE 2.1 - TD support - S2-C,20240318T130000Z,20240318T160000Z,S07
ADE6050726f6a65745f323032332d323032342d3133343933302d302d30,Durée de vie (DDM) - Fin TP - S6-ALT2 (NG),20240319T163000Z,20240319T170000Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343933302d302d30,Durée de vie (DDM) - Fin TP - S6-ALT2 (NG),20240319T163000Z,20240319T170000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d37333834362d302d30,Filière lait ,20240322T070000Z,20240322T083000Z,S07
ADE6050726f6a65745f323032332d323032342d32373930352d332d30,PER Gpe A,20240320T091500Z,20240320T111500Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d32333833382d362d30,Anglais,20240320T130000Z,20240320T160000Z,S04
ADE6050726f6a65745f323032332d323032342d3133343336302d302d32,Communication professionnelle et managériale avancée - TP - ALT1,20240321T151500Z,20240321T164500Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d3133343336322d302d32,Communication professionnelle et managériale avancée - TP - ALT2,20240318T103000Z,20240318T120000Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d3133363833352d342d30,,20240320T071500Z,20240320T084500Z,S14-TP info
ADE6050726f6a65745f323032332d323032342d33383933392d312d3136,Travaux personnels,20240322T143000Z,20240322T163000Z,Distanciel 1
ADE6050726f6a65745f323032332d323032342d39363837302d302d31,SAE 4.1 - TP - S4-B1,20240322T080000Z,20240322T120000Z,salle 1-mécaflu
ADE6050726f6a65745f323032332d323032342d3130313533372d312d30,PPP - TP - S2-A2,20240319T151500Z,20240319T164500Z,S15
ADE6050726f6a65745f323032332d323032342d3133373337372d302d30,Communication - Scribus - TP - S2-A1,20240320T144500Z,20240320T161500Z,S11-TP info
ADE6050726f6a65745f323032332d323032342d32353632352d332d30,Anglais - TP - S2-A1,20240319T144500Z,20240319T161500Z,S05
ADE6050726f6a65745f323032332d323032342d3133343833332d302d30,Durée de vie (DDM) - TP - S6-ALT1 (NG),20240322T151500Z,20240322T153000Z,Bioch 1
ADE6050726f6a65745f323032332d323032342d3133343833332d302d30,Durée de vie (DDM) - TP - S6-ALT1 (NG),20240322T151500Z,20240322T153000Z,Halle-Cuis exp
ADE6050726f6a65745f323032332d323032342d39393932392d302d31,Lipides - TD - S2-A,20240318T084500Z,20240318T101500Z,S17
ADE6050726f6a65745f323032332d323032342d32363433382d342d30,Anglais - TP - S2-C2,20240319T090000Z,20240319T103000Z,S05
ADE6050726f6a65745f323032332d323032342d32373338382d302d30,Probabilités/Statistiques - Soutien - S2-A,20240319T103000Z,20240319T113000Z,S05
ADE6050726f6a65745f323032332d323032342d3130303831302d362d30,SAE 2.1 - TD support - S2-B,20240320T130000Z,20240320T160000Z,S07
ADE6050726f6a65745f323032332d323032342d39373931302d312d30,Biotechnologie - TP (PhD) - S4-B1,20240319T130000Z,20240319T151500Z,Halle-Génie ferm.
ADE6050726f6a65745f323032332d323032342d39373234372d302d30,Anglais - TP (1h) - S4-B2,20240318T083000Z,20240318T093000Z,S05
ADE6050726f6a65745f323032332d323032342d32373933302d33342d30,PER,20240322T073000Z,20240322T090000Z,S16-TD info
ADE6050726f6a65745f323032332d323032342d39373839372d312d30,Biotechnologie - TP (PhD) - S4-A2,20240322T100000Z,20240322T114500Z,Halle-Génie ferm.
ADE6050726f6a65745f323032332d323032342d33383933392d312d38,Travaux personnels,20240322T123000Z,20240322T143000Z,Distanciel 1
ADE6050726f6a65745f323032332d323032342d39373931302d302d30,Biotechnologie - TP (PhD) - S4-B1,20240319T101500Z,20240319T120000Z,S15
